sample_id,category,approx_age_years,condition,user_intention,powers_on,screen_condition,battery_condition,damage_severity,battery_swollen,battery_leaking,overheating_evidence,severe_physical_damage,is_safety_hazard,recommended_action
DEV-42-005823,WASHING_MACHINE,9.3,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005824,MOBILE_PHONE,3.8,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,DEAD_PIXELS_BLEED,DEAD,NONE,False,False,False,False,False,RECYCLE
DEV-42-005825,MONITOR,2.6,WORKING,REPAIR,YES,INTACT,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-005826,CHARGER,3.0,WORKING,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-005827,LAPTOP,3.2,WORKING,RECYCLE,YES,INTACT,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-005828,WASHING_MACHINE,7.6,HAZARDOUS,UNSURE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,True,False,True,SPECIAL_HANDLING
DEV-42-005829,MONITOR,3.8,WORKING,REFURBISH_AND_SELL,YES,INTACT,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-005830,MOBILE_PHONE,0.8,WORKING,REPAIR,YES,MINOR_SCRATCHES,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005831,REFRIGERATOR,15.0,PARTIALLY_WORKING,KEEP_USING,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005832,CABLE,1.0,WORKING,DONATE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-005833,BATTERY,2.9,DAMAGED,KEEP_USING,NOT_APPLICABLE,NOT_APPLICABLE,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005834,MOBILE_PHONE,3.1,NOT_WORKING,RECYCLE,NO,CRACKED,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005835,CHARGER,3.2,NOT_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005836,MONITOR,4.7,NOT_WORKING,REFURBISH,NO,MINOR_SCRATCHES,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005837,PRINTER,2.5,DAMAGED,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,True,False,True,SPECIAL_HANDLING
DEV-42-005838,DESKTOP,10.6,NOT_WORKING,UNSURE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005839,LAPTOP,0.9,WORKING,UNSURE,YES,INTACT,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005840,LAPTOP,2.2,WORKING,REFURBISH,YES,INTACT,DEAD,NONE,False,False,False,False,False,REPAIR
DEV-42-005841,MOBILE_PHONE,3.1,PARTIALLY_WORKING,KEEP_USING,YES,INTACT,DEGRADED,NONE,False,False,False,True,True,SPECIAL_HANDLING
DEV-42-005842,MOBILE_PHONE,3.8,NOT_WORKING,REFURBISH_AND_SELL,YES,INTACT,NORMAL,MINOR_COSMETIC,True,False,False,False,True,SPECIAL_HANDLING
DEV-42-005843,LAPTOP,10.0,NOT_WORKING,RECYCLE,NO,INTACT,DEAD,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005844,LAPTOP,1.6,WORKING,REFURBISH,YES,INTACT,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005845,BATTERY,3.4,DAMAGED,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,DEAD,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005846,MOBILE_PHONE,3.9,PARTIALLY_WORKING,DONATE,YES,INTACT,NORMAL,NONE,False,False,False,False,False,RECYCLE
DEV-42-005847,TELEVISION,4.4,WORKING,REFURBISH,YES,INTACT,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-005848,MOUSE,2.3,DAMAGED,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005849,LAPTOP,4.7,WORKING,RECYCLE,YES,INTACT,DEGRADED,NONE,False,False,False,False,False,DONATE
DEV-42-005850,LAPTOP,6.9,WORKING,REFURBISH_AND_SELL,YES,INTACT,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005851,PRINTER,1.7,PARTIALLY_WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-005852,MOBILE_PHONE,3.8,WORKING,KEEP_USING,YES,MINOR_SCRATCHES,DEGRADED,NONE,False,False,False,False,False,DONATE
DEV-42-005853,MOBILE_PHONE,2.3,WORKING,KEEP_USING,YES,MINOR_SCRATCHES,DEGRADED,NONE,False,False,False,False,False,DONATE
DEV-42-005854,PRINTER,2.2,PARTIALLY_WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005855,PRINTER,4.9,DAMAGED,KEEP_USING,NO,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005856,DESKTOP,3.4,PARTIALLY_WORKING,REFURBISH_AND_SELL,NO,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-005857,CHARGER,2.1,WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-005858,REFRIGERATOR,11.0,WORKING,UNSURE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-005859,CHARGER,2.0,PARTIALLY_WORKING,UNSURE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005860,LAPTOP,7.5,NOT_WORKING,REPAIR,NO,SHATTERED_NOT_WORKING,DEAD,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005861,DESKTOP,1.0,WORKING,KEEP_USING,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,KEEP_USING
DEV-42-005862,LAPTOP,9.0,DAMAGED,DONATE,NO,INTACT,NORMAL,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005863,DESKTOP,7.6,DAMAGED,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005864,CABLE,2.0,WORKING,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005865,LAPTOP,3.9,WORKING,REFURBISH_AND_SELL,YES,INTACT,NORMAL,MINOR_COSMETIC,False,False,False,False,False,DONATE
DEV-42-005866,MOBILE_PHONE,2.1,PARTIALLY_WORKING,DONATE,NO,INTACT,NORMAL,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005867,MOBILE_PHONE,3.2,WORKING,RECYCLE,YES,INTACT,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-005868,CHARGER,1.1,WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-005869,CHARGER,3.2,WORKING,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005870,CHARGER,1.4,WORKING,UNSURE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-005871,TELEVISION,5.2,PARTIALLY_WORKING,REFURBISH,NO,INTACT,NOT_APPLICABLE,MODERATE,False,False,False,True,True,SPECIAL_HANDLING
DEV-42-005872,LAPTOP,3.5,PARTIALLY_WORKING,UNSURE,YES,INTACT,DEAD,NONE,False,False,False,False,False,RECYCLE
DEV-42-005873,MOBILE_PHONE,1.4,WORKING,REFURBISH_AND_SELL,YES,INTACT,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005874,CABLE,1.8,WORKING,REFURBISH,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005875,MOUSE,8.2,DAMAGED,REFURBISH,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005876,PRINTER,1.6,WORKING,KEEP_USING,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-005877,CABLE,1.5,PARTIALLY_WORKING,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005878,OTHER,3.5,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005879,KEYBOARD,2.0,PARTIALLY_WORKING,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005880,MOBILE_PHONE,2.9,PARTIALLY_WORKING,UNSURE,YES,INTACT,NORMAL,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-005881,BATTERY,3.2,PARTIALLY_WORKING,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,DEGRADED,NONE,False,False,False,False,False,RECYCLE
DEV-42-005882,AIR_CONDITIONER,8.4,PARTIALLY_WORKING,DONATE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005883,WASHING_MACHINE,2.5,WORKING,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-005884,DESKTOP,8.4,DAMAGED,UNSURE,NO,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005885,LAPTOP,8.0,NOT_WORKING,UNSURE,NO,SHATTERED_NOT_WORKING,DEAD,NONE,False,False,False,False,False,RECYCLE
DEV-42-005886,LAPTOP,1.9,DAMAGED,RECYCLE,YES,CRACKED,NORMAL,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005887,LAPTOP,3.7,PARTIALLY_WORKING,RECYCLE,YES,MINOR_SCRATCHES,DEAD,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005888,PRINTER,3.5,NOT_WORKING,REFURBISH,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005889,MOBILE_PHONE,1.4,PARTIALLY_WORKING,REFURBISH_AND_SELL,YES,MINOR_SCRATCHES,NORMAL,MODERATE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005890,LAPTOP,3.3,NOT_WORKING,REFURBISH,NO,DEAD_PIXELS_BLEED,DEGRADED,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005891,DESKTOP,6.6,PARTIALLY_WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REFURBISH
DEV-42-005892,CHARGER,3.4,WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005893,MONITOR,3.6,PARTIALLY_WORKING,REPAIR,YES,INTACT,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-005894,CABLE,3.0,PARTIALLY_WORKING,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005895,KEYBOARD,6.9,PARTIALLY_WORKING,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005896,TELEVISION,15.0,NOT_WORKING,REPAIR,NO,SHATTERED_NOT_WORKING,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005897,MOBILE_PHONE,3.5,DAMAGED,RECYCLE,YES,DEAD_PIXELS_BLEED,NORMAL,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005898,KEYBOARD,3.3,NOT_WORKING,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005899,CHARGER,2.9,WORKING,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005900,LAPTOP,3.3,PARTIALLY_WORKING,KEEP_USING,YES,MINOR_SCRATCHES,NORMAL,MINOR_COSMETIC,False,False,True,False,True,SPECIAL_HANDLING
DEV-42-005901,PRINTER,4.3,NOT_WORKING,REFURBISH_AND_SELL,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005902,MONITOR,8.2,PARTIALLY_WORKING,REPAIR,NO,INTACT,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005903,MONITOR,2.5,PARTIALLY_WORKING,RECYCLE,YES,MINOR_SCRATCHES,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005904,LAPTOP,2.0,WORKING,REFURBISH_AND_SELL,YES,MINOR_SCRATCHES,DEGRADED,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005905,MOBILE_PHONE,4.0,DAMAGED,UNSURE,YES,MINOR_SCRATCHES,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005906,MOBILE_PHONE,2.8,WORKING,RECYCLE,YES,MINOR_SCRATCHES,DEGRADED,NONE,False,False,False,False,False,DONATE
DEV-42-005907,MONITOR,2.4,WORKING,REFURBISH_AND_SELL,YES,MINOR_SCRATCHES,NOT_APPLICABLE,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005908,MOBILE_PHONE,2.5,NOT_WORKING,RECYCLE,NO,CRACKED,DEAD,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005909,TELEVISION,1.7,PARTIALLY_WORKING,DONATE,NO,MINOR_SCRATCHES,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005910,MONITOR,1.4,WORKING,REFURBISH,YES,INTACT,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-005911,MOUSE,2.9,HAZARDOUS,DONATE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,True,True,SPECIAL_HANDLING
DEV-42-005912,LAPTOP,3.6,WORKING,REFURBISH,YES,MINOR_SCRATCHES,DEGRADED,NONE,False,False,False,False,False,DONATE
DEV-42-005913,DESKTOP,3.3,PARTIALLY_WORKING,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-005914,DESKTOP,11.1,DAMAGED,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005915,LAPTOP,5.2,NOT_WORKING,REPAIR,YES,SHATTERED_NOT_WORKING,DEGRADED,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005916,REFRIGERATOR,14.2,NOT_WORKING,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005917,LAPTOP,1.3,PARTIALLY_WORKING,REFURBISH,YES,CRACKED,NORMAL,MINOR_COSMETIC,False,False,False,True,True,SPECIAL_HANDLING
DEV-42-005918,PRINTER,2.5,DAMAGED,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005919,MOUSE,3.3,WORKING,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005920,MOBILE_PHONE,0.9,WORKING,REPAIR,YES,MINOR_SCRATCHES,DEGRADED,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005921,LAPTOP,0.7,WORKING,DONATE,YES,MINOR_SCRATCHES,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005922,LAPTOP,1.9,DAMAGED,REFURBISH_AND_SELL,YES,INTACT,NORMAL,MODERATE,False,False,False,False,False,REPAIR
DEV-42-005923,MOBILE_PHONE,7.4,NOT_WORKING,UNSURE,NO,INTACT,DEAD,HEAVY,False,False,False,True,True,SPECIAL_HANDLING
DEV-42-005924,BATTERY,1.7,NOT_WORKING,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,DEGRADED,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005925,DESKTOP,4.7,WORKING,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,DONATE
DEV-42-005926,KEYBOARD,2.0,WORKING,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-005927,LAPTOP,4.3,WORKING,KEEP_USING,YES,MINOR_SCRATCHES,DEGRADED,NONE,False,False,False,False,False,DONATE
DEV-42-005928,DESKTOP,10.4,PARTIALLY_WORKING,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005929,LAPTOP,2.7,WORKING,DONATE,YES,MINOR_SCRATCHES,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-005930,LAPTOP,4.6,DAMAGED,RECYCLE,YES,MINOR_SCRATCHES,NORMAL,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005931,WASHING_MACHINE,4.6,PARTIALLY_WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-005932,MOBILE_PHONE,2.4,PARTIALLY_WORKING,DONATE,YES,MINOR_SCRATCHES,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005933,DESKTOP,6.0,HAZARDOUS,UNSURE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,True,True,True,SPECIAL_HANDLING
DEV-42-005934,BATTERY,1.0,PARTIALLY_WORKING,REFURBISH,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,NONE,False,False,False,False,False,RECYCLE
DEV-42-005935,MONITOR,2.6,PARTIALLY_WORKING,DONATE,YES,MINOR_SCRATCHES,NOT_APPLICABLE,MINOR_COSMETIC,False,False,True,False,True,SPECIAL_HANDLING
DEV-42-005936,LAPTOP,2.7,DAMAGED,KEEP_USING,NO,CRACKED,DEAD,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005937,CABLE,0.9,NOT_WORKING,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005938,LAPTOP,3.2,PARTIALLY_WORKING,UNSURE,YES,MINOR_SCRATCHES,DEGRADED,MODERATE,False,False,False,False,False,DONATE
DEV-42-005939,CHARGER,1.1,WORKING,REFURBISH_AND_SELL,NO,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005940,MOBILE_PHONE,1.8,PARTIALLY_WORKING,KEEP_USING,YES,INTACT,DEGRADED,NONE,False,False,False,False,False,REPAIR
DEV-42-005941,MOBILE_PHONE,3.5,PARTIALLY_WORKING,REPAIR,YES,INTACT,DEAD,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005942,DESKTOP,9.4,PARTIALLY_WORKING,KEEP_USING,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005943,WASHING_MACHINE,15.0,DAMAGED,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005944,MOBILE_PHONE,4.4,WORKING,DONATE,YES,INTACT,DEGRADED,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005945,CHARGER,1.0,WORKING,REFURBISH,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,KEEP_USING
DEV-42-005946,DESKTOP,12.1,NOT_WORKING,RECYCLE,NO,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005947,MOBILE_PHONE,3.2,PARTIALLY_WORKING,RECYCLE,YES,CRACKED,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005948,MOUSE,2.4,PARTIALLY_WORKING,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,True,True,SPECIAL_HANDLING
DEV-42-005949,CABLE,2.0,NOT_WORKING,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,True,True,SPECIAL_HANDLING
DEV-42-005950,LAPTOP,2.7,WORKING,KEEP_USING,YES,MINOR_SCRATCHES,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005951,LAPTOP,2.6,WORKING,REFURBISH_AND_SELL,YES,MINOR_SCRATCHES,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005952,TELEVISION,6.5,PARTIALLY_WORKING,DONATE,YES,MINOR_SCRATCHES,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005953,LAPTOP,5.8,WORKING,UNSURE,YES,MINOR_SCRATCHES,DEAD,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005954,DESKTOP,6.2,PARTIALLY_WORKING,DONATE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,DONATE
DEV-42-005955,WASHING_MACHINE,4.2,PARTIALLY_WORKING,REPAIR,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-005956,MOBILE_PHONE,2.1,WORKING,DONATE,YES,MINOR_SCRATCHES,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-005957,MOBILE_PHONE,3.3,NOT_WORKING,REPAIR,NO,CRACKED,DEAD,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005958,MONITOR,3.4,NOT_WORKING,REFURBISH,YES,DEAD_PIXELS_BLEED,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005959,LAPTOP,2.6,DAMAGED,REFURBISH,NO,SHATTERED_NOT_WORKING,DEGRADED,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005960,MOBILE_PHONE,1.3,DAMAGED,REPAIR,NO,DEAD_PIXELS_BLEED,DEAD,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005961,MONITOR,14.7,NOT_WORKING,UNSURE,YES,DEAD_PIXELS_BLEED,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005962,MOBILE_PHONE,1.4,PARTIALLY_WORKING,DONATE,YES,INTACT,NORMAL,MINOR_COSMETIC,False,False,False,False,False,REPAIR
DEV-42-005963,DESKTOP,3.2,DAMAGED,UNSURE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005964,CABLE,1.3,WORKING,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005965,DESKTOP,3.8,DAMAGED,UNSURE,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005966,KEYBOARD,3.4,WORKING,REFURBISH,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005967,CABLE,1.9,NOT_WORKING,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005968,BATTERY,0.9,PARTIALLY_WORKING,DONATE,NOT_APPLICABLE,NOT_APPLICABLE,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005969,REFRIGERATOR,4.5,WORKING,UNSURE,YES,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005970,MONITOR,4.8,DAMAGED,RECYCLE,YES,MINOR_SCRATCHES,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005971,MOBILE_PHONE,2.2,WORKING,REFURBISH_AND_SELL,YES,MINOR_SCRATCHES,NORMAL,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005972,CHARGER,2.1,DAMAGED,REPAIR,NO,NOT_APPLICABLE,NOT_APPLICABLE,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005973,LAPTOP,2.4,NOT_WORKING,RECYCLE,NO,CRACKED,NORMAL,MODERATE,False,False,False,False,False,RECYCLE
DEV-42-005974,CABLE,0.8,WORKING,RECYCLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,False,False,False,False,False,RECYCLE
DEV-42-005975,LAPTOP,3.4,WORKING,UNSURE,YES,MINOR_SCRATCHES,NORMAL,NONE,False,False,False,False,False,DONATE
DEV-42-005976,AIR_CONDITIONER,5.0,PARTIALLY_WORKING,RECYCLE,YES,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005977,MOBILE_PHONE,1.9,WORKING,REFURBISH,YES,INTACT,DEGRADED,NONE,False,False,False,False,False,REFURBISH_AND_SELL
DEV-42-005978,MOBILE_PHONE,7.9,DAMAGED,RECYCLE,YES,SHATTERED_NOT_WORKING,DEGRADED,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005979,LAPTOP,2.5,DAMAGED,REFURBISH_AND_SELL,YES,CRACKED,NORMAL,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005980,REFRIGERATOR,3.4,DAMAGED,REFURBISH_AND_SELL,NO,NOT_APPLICABLE,NOT_APPLICABLE,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005981,BATTERY,3.2,NOT_WORKING,REFURBISH_AND_SELL,NOT_APPLICABLE,NOT_APPLICABLE,DEGRADED,HEAVY,False,False,False,False,False,RECYCLE
DEV-42-005982,MOUSE,5.1,NOT_WORKING,UNSURE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,MINOR_COSMETIC,False,False,False,False,False,RECYCLE
DEV-42-005983,MOBILE_PHONE,2.2,WORKING,REFURBISH,YES,INTACT,NORMAL,MINOR_COSMETIC,False,False,False,False,False,REFURBISH_AND_SELL
